quicksort number  time;0,00000000;1;;;
quicksort number  time;0,00000000;631;320;150;
quicksort number  time;0,00000000;1873;1042;300;
quicksort number  time;0,00100000;3875;2234;450;
quicksort number  time;0,00000000;6534;3876;600;
quicksort number  time;0,00100000;10034;6066;750;
quicksort number  time;0,00000000;14226;8777;900;
quicksort number  time;0,00100000;19148;12042;1050;
quicksort number  time;0,00100000;24891;15861;1200;
quicksort number  time;0,00100000;31505;20287;1350;
quicksort number  time;0,00100000;38942;25304;1500;
quicksort number  time;0,00100000;47141;30909;1650;
quicksort number  time;0,00100000;56230;37135;1800;
quicksort number  time;0,00200000;66026;43941;1950;
quicksort number  time;0,00200000;76826;51434;2100;
quicksort number  time;0,00200000;88472;59577;2250;
quicksort number  time;0,00300000;100947;68344;2400;
quicksort number  time;0,00400000;114361;77781;2550;
quicksort number  time;0,00400000;128529;87796;2700;
quicksort number  time;0,00300000;143796;98603;2850;
quicksort number  time;0,00300000;159669;109869;3000;
quicksort number  time;0,00300000;176639;121990;3150;
quicksort number  time;0,00400000;194288;134581;3300;
quicksort number  time;0,00400000;213042;148027;3450;
quicksort number  time;0,00600000;232616;162140;3600;
quicksort number  time;0,00500000;253136;176923;3750;
quicksort number  time;0,00500000;274606;192519;3900;
quicksort number  time;0,00700000;296901;208655;4050;
quicksort number  time;0,00800000;320117;225563;4200;
quicksort number  time;0,00900000;344298;243250;4350;
quicksort number  time;0,01100000;369342;261418;4500;
quicksort number  time;0,01300000;395313;280470;4650;
quicksort number  time;0,01300000;422315;300372;4800;
quicksort number  time;0,01300000;450187;320802;4950;
quicksort number  time;0,01300000;479028;342056;5100;
quicksort number  time;0,01300000;509056;364040;5250;
quicksort number  time;0,01400000;539616;386459;5400;
quicksort number  time;0,01500000;571194;409769;5550;
quicksort number  time;0,01700000;603983;433906;5700;
quicksort number  time;0,01600000;636960;458484;5850;
quicksort number  time;0,02700000;671758;484322;6000;
quicksort number  time;0,02200000;707542;510777;6150;
quicksort number  time;0,01900000;744318;537939;6300;
quicksort number  time;0,02000000;782044;565843;6450;
quicksort number  time;0,02200000;820440;594570;6600;
quicksort number  time;0,02300000;859718;623732;6750;
quicksort number  time;0,02700000;900120;653682;6900;
quicksort number  time;0,02700000;941393;684603;7050;
quicksort number  time;0,02900000;983523;716123;7200;
quicksort number  time;0,02800000;1027486;748816;7350;
quicksort number  time;0,02700000;1071152;781319;7500;
quicksort number  time;0,02900000;1115898;814880;7650;
quicksort number  time;0,03600000;1162112;849541;7800;
quicksort number  time;0,03500000;1209248;885039;7950;
quicksort number  time;0,03400000;1257295;921056;8100;
quicksort number  time;0,03500000;1306825;958228;8250;
quicksort number  time;0,03600000;1356407;995510;8400;
quicksort number  time;0,04200000;1407121;1033853;8550;
quicksort number  time;0,04100000;1459273;1073166;8700;
quicksort number  time;0,04100000;1512056;1112895;8850;
quicksort number  time;0,04200000;1566273;1153833;9000;
quicksort number  time;0,05000000;1621396;1195180;9150;
quicksort number  time;0,04800000;1677982;1238061;9300;
quicksort number  time;0,04700000;1735463;1281584;9450;
quicksort number  time;0,04800000;1793365;1325459;9600;
quicksort number  time;0,07500000;1852082;1369981;9750;
quicksort number  time;0,05300000;1911756;1415423;9900;
quicksort number  time;0,05600000;1972837;1461926;10050;
quicksort number  time;0,06600000;2035109;1509149;10200;
quicksort number  time;0,06300000;2097891;1556679;10350;
quicksort number  time;0,06100000;2162256;1605664;10500;
quicksort number  time;0,07000000;2227756;1655496;10650;
quicksort number  time;0,06700000;2294222;1706313;10800;
quicksort number  time;0,06900000;2361814;1757744;10950;
quicksort number  time;0,07900000;2429795;1809456;11100;
quicksort number  time;0,07300000;2499074;1861967;11250;
quicksort number  time;0,08200000;2569460;1915399;11400;
quicksort number  time;0,08100000;2640762;1969420;11550;
quicksort number  time;0,09400000;2713725;2025006;11700;
quicksort number  time;0,09200000;2788095;2081370;11850;
quicksort number  time;0,08600000;2862826;2138646;12000;
quicksort number  time;0,09500000;2938018;2195827;12150;
quicksort number  time;0,09400000;3015152;2254620;12300;
quicksort number  time;0,10400000;3092383;2313623;12450;
quicksort number  time;0,10300000;3171346;2373701;12600;
quicksort number  time;0,10200000;3251139;2434528;12750;
quicksort number  time;0,10900000;3331752;2496157;12900;
quicksort number  time;0,10400000;3413307;2558656;13050;
quicksort number  time;0,11900000;3496777;2622109;13200;
quicksort number  time;0,11000000;3580728;2686288;13350;
quicksort number  time;0,12100000;3665863;2750875;13500;
quicksort number  time;0,11800000;3751901;2816759;13650;
quicksort number  time;0,12400000;3839314;2883708;13800;
quicksort number  time;0,12800000;3927574;2951325;13950;
quicksort number  time;0,12500000;4016367;3019289;14100;
quicksort number  time;0,14500000;4106874;3088871;14250;
quicksort number  time;0,14500000;4198192;3158821;14400;
quicksort number  time;0,14800000;4290306;3229294;14550;
quicksort number  time;0,13900000;4383175;3300645;14700;
quicksort number  time;0,15300000;4477176;3372856;14850;
quicksort number  time;0,15500000;4573106;3446565;15000;
quicksort number  time;0,15600000;4670277;3521118;15150;
quicksort number  time;0,16300000;4767024;3595969;15300;
quicksort number  time;0,16500000;4865131;3671391;15450;
quicksort number  time;0,17200000;4964885;3748135;15600;
quicksort number  time;0,17400000;5066058;3825817;15750;
quicksort number  time;0,17600000;5168458;3904425;15900;
quicksort number  time;0,18000000;5270897;3983588;16050;
quicksort number  time;0,18800000;5375465;4064176;16200;
quicksort number  time;0,18700000;5479889;4144733;16350;
