shellsort number  time;0,00000000;;;;
shellsort number  time;0,00000000;;538;150;
shellsort number  time;0,00000000;;1676;300;
shellsort number  time;0,00000000;;3756;450;
shellsort number  time;0,00100000;;6586;600;
shellsort number  time;0,00000000;;10708;750;
shellsort number  time;0,00000000;;15730;900;
shellsort number  time;0,00000000;;21652;1050;
shellsort number  time;0,00000000;;28474;1200;
shellsort number  time;0,00000000;;36196;1350;
shellsort number  time;0,00000000;;44818;1500;
shellsort number  time;0,00000000;;55486;1650;
shellsort number  time;0,00000000;;67204;1800;
shellsort number  time;0,00000000;;79972;1950;
shellsort number  time;0,00000000;;93790;2100;
shellsort number  time;0,00000000;;108658;2250;
shellsort number  time;0,00000000;;124576;2400;
shellsort number  time;0,00000000;;141544;2550;
shellsort number  time;0,00000000;;159562;2700;
shellsort number  time;0,00000000;;180552;2850;
shellsort number  time;0,00100000;;202742;3000;
shellsort number  time;0,00000000;;226132;3150;
shellsort number  time;0,00000000;;250722;3300;
shellsort number  time;0,00000000;;276512;3450;
shellsort number  time;0,00000000;;303502;3600;
shellsort number  time;0,00000000;;331692;3750;
shellsort number  time;0,00000000;;361082;3900;
shellsort number  time;0,00100000;;391672;4050;
shellsort number  time;0,00100000;;423462;4200;
shellsort number  time;0,00100000;;456452;4350;
shellsort number  time;0,00100000;;490642;4500;
shellsort number  time;0,00000000;;526032;4650;
shellsort number  time;0,00000000;;562622;4800;
shellsort number  time;0,00000000;;600412;4950;
shellsort number  time;0,00000000;;639402;5100;
shellsort number  time;0,00100000;;679592;5250;
shellsort number  time;0,00000000;;720982;5400;
shellsort number  time;0,00000000;;763572;5550;
shellsort number  time;0,00000000;;807362;5700;
shellsort number  time;0,00100000;;852352;5850;
shellsort number  time;0,00100000;;898542;6000;
shellsort number  time;0,00100000;;945932;6150;
shellsort number  time;0,00000000;;994522;6300;
shellsort number  time;0,00100000;;1044312;6450;
shellsort number  time;0,00100000;;1099742;6600;
shellsort number  time;0,00100000;;1156522;6750;
shellsort number  time;0,00000000;;1214652;6900;
shellsort number  time;0,00100000;;1274132;7050;
shellsort number  time;0,00100000;;1334962;7200;
shellsort number  time;0,00100000;;1397142;7350;
shellsort number  time;0,00100000;;1460672;7500;
shellsort number  time;0,00000000;;1525552;7650;
shellsort number  time;0,00100000;;1591782;7800;
shellsort number  time;0,00100000;;1659362;7950;
shellsort number  time;0,00100000;;1728292;8100;
shellsort number  time;0,00100000;;1798572;8250;
shellsort number  time;0,00100000;;1870202;8400;
shellsort number  time;0,00100000;;1943182;8550;
shellsort number  time;0,00100000;;2017512;8700;
shellsort number  time;0,00100000;;2093192;8850;
shellsort number  time;0,00100000;;2170222;9000;
shellsort number  time;0,00100000;;2248602;9150;
shellsort number  time;0,00100000;;2328332;9300;
shellsort number  time;0,00200000;;2409412;9450;
shellsort number  time;0,00100000;;2491842;9600;
shellsort number  time;0,00200000;;2575622;9750;
shellsort number  time;0,00100000;;2660752;9900;
shellsort number  time;0,00200000;;2747232;10050;
shellsort number  time;0,00100000;;2835062;10200;
shellsort number  time;0,00200000;;2924242;10350;
shellsort number  time;0,00200000;;3014772;10500;
shellsort number  time;0,00100000;;3106652;10650;
shellsort number  time;0,00100000;;3199882;10800;
shellsort number  time;0,00200000;;3294462;10950;
shellsort number  time;0,00100000;;3390392;11100;
shellsort number  time;0,00200000;;3487672;11250;
shellsort number  time;0,00200000;;3586302;11400;
shellsort number  time;0,00200000;;3686282;11550;
shellsort number  time;0,00200000;;3787612;11700;
shellsort number  time;0,00200000;;3898238;11850;
shellsort number  time;0,00100000;;4010364;12000;
shellsort number  time;0,00200000;;4123990;12150;
shellsort number  time;0,00200000;;4239116;12300;
shellsort number  time;0,00100000;;4355742;12450;
shellsort number  time;0,00200000;;4473868;12600;
shellsort number  time;0,00100000;;4593494;12750;
shellsort number  time;0,00100000;;4714620;12900;
shellsort number  time;0,00200000;;4837246;13050;
shellsort number  time;0,00100000;;4961372;13200;
shellsort number  time;0,00100000;;5086998;13350;
shellsort number  time;0,00200000;;5214124;13500;
shellsort number  time;0,00200000;;5342750;13650;
shellsort number  time;0,00100000;;5472876;13800;
shellsort number  time;0,00200000;;5604502;13950;
shellsort number  time;0,00200000;;5737628;14100;
shellsort number  time;0,00400000;;5872254;14250;
shellsort number  time;0,00200000;;6008380;14400;
shellsort number  time;0,00200000;;6146006;14550;
shellsort number  time;0,00200000;;6285132;14700;
shellsort number  time;0,00100000;;6425758;14850;
shellsort number  time;0,00300000;;6567884;15000;
shellsort number  time;0,00300000;;6711510;15150;
shellsort number  time;0,00200000;;6856636;15300;
shellsort number  time;0,00200000;;7003262;15450;
shellsort number  time;0,00200000;;7151388;15600;
shellsort number  time;0,00200000;;7301014;15750;
shellsort number  time;0,00200000;;7452140;15900;
shellsort number  time;0,00200000;;7604766;16050;
shellsort number  time;0,00200000;;7758892;16200;
shellsort number  time;0,00200000;;7914518;16350;
shellsort number  time;0,00200000;;8071644;16500;
shellsort number  time;0,00200000;;8230270;16650;
shellsort number  time;0,00300000;;8390396;16800;
shellsort number  time;0,00200000;;8552022;16950;
shellsort number  time;0,00200000;;8715148;17100;
shellsort number  time;0,00300000;;8879774;17250;
shellsort number  time;0,00200000;;9045900;17400;
shellsort number  time;0,00200000;;9213526;17550;
shellsort number  time;0,00200000;;9382652;17700;
shellsort number  time;0,00200000;;9553278;17850;
shellsort number  time;0,00200000;;9725404;18000;
shellsort number  time;0,00200000;;9899030;18150;
shellsort number  time;0,00200000;;10074156;18300;
shellsort number  time;0,00200000;;10250782;18450;
shellsort number  time;0,00200000;;10428908;18600;
shellsort number  time;0,00300000;;10608534;18750;
shellsort number  time;0,00200000;;10789660;18900;
shellsort number  time;0,00200000;;10972286;19050;
shellsort number  time;0,00200000;;11156412;19200;
shellsort number  time;0,00200000;;11342038;19350;
shellsort number  time;0,00200000;;11529164;19500;
shellsort number  time;0,00200000;;11717790;19650;
shellsort number  time;0,00300000;;11907916;19800;
shellsort number  time;0,00200000;;12099542;19950;
shellsort number  time;0,00200000;;12292668;20100;
shellsort number  time;0,00200000;;12487294;20250;
shellsort number  time;0,00300000;;12683420;20400;
shellsort number  time;0,00300000;;12881046;20550;
shellsort number  time;0,00300000;;13080172;20700;
